client_id,age,satisfaction_score,purchase_count,total_purchase_value,avg_purchase_value,avg_floor_area,investment_flag,loan_flag,office_share,apartment_share,corporate_flag,cluster
C0287,36.0,5,3,1171265.03,390421.6766666667,1205.9633333333334,0,0,0.3333333333333333,0.6666666666666666,0,0
C0288,30.0,4,4,1364289.23,341072.3075,1198.3725,1,0,0.0,1.0,0,6
C0289,33.0,5,4,1533862.35,383465.5875,1200.2725,1,0,0.25,0.75,0,0
C0290,65.0,2,3,1215398.18,405132.7266666666,1337.1733333333334,0,0,0.3333333333333333,0.6666666666666666,0,0
C0291,73.0,2,3,1322506.76,440835.58666666667,1523.6933333333334,0,0,0.0,1.0,0,5
C0292,82.0,1,4,1442818.3399999999,360704.58499999996,1084.0625,0,0,0.0,1.0,0,5
C0293,34.0,4,4,1580876.65,395219.1625,1299.3274999999999,1,0,0.0,1.0,0,5
C0294,63.0,3,4,1027250.91,256812.7275,825.1324999999999,0,1,0.25,0.75,0,7
C0295,59.0,3,3,1350375.73,450125.24333333335,1413.8666666666668,0,0,0.0,1.0,0,5
C0296,42.0,1,3,1142875.46,380958.48666666663,1238.0233333333333,0,1,0.0,1.0,0,5
C0297,54.0,5,4,1709184.75,427296.1875,1422.9925,1,0,0.0,1.0,0,5
C0298,54.0,3,4,1262479.23,315619.8075,1069.63,0,0,0.25,0.75,0,2
C0299,50.0,5,4,1177661.76,294415.44,948.7574999999999,0,0,0.0,1.0,0,4
C0300,67.0,5,3,844956.55,281652.18333333335,877.9633333333333,0,1,0.0,1.0,0,4
C0301,68.0,4,3,1045776.52,348592.17333333334,1286.4266666666667,0,0,0.0,1.0,0,4
C0302,50.0,1,4,1654300.33,413575.0825,1239.145,1,0,0.5,0.5,0,0
C0303,69.0,5,4,1519113.12,379778.28,1242.0825,1,1,0.25,0.75,0,0
C0304,67.0,1,4,1685753.28,421438.32,1333.5625,1,0,0.0,1.0,0,5
C0305,31.0,1,3,1327736.23,442578.74333333335,1493.243333333333,0,0,0.3333333333333333,0.6666666666666666,0,0
C0306,38.0,1,4,1399698.79,349924.6975,1075.5049999999999,0,0,0.25,0.75,0,2
C0307,34.0,5,4,1490170.3800000001,372542.59500000003,1167.105,0,1,0.25,0.75,0,7
C0308,54.0,4,3,1176582.54,392194.18,1343.8166666666666,1,1,0.0,1.0,0,6
C0309,69.0,4,3,1382649.58,460883.19333333336,1412.2166666666665,0,0,0.3333333333333333,0.6666666666666666,0,0
C0310,35.0,3,3,1389329.62,463109.87333333335,1565.3233333333335,0,0,0.0,1.0,0,5
C0311,74.0,2,4,1632999.56,408249.89,1312.8225,0,0,0.25,0.75,0,0
C0312,86.0,3,4,1105668.66,276417.165,962.3199999999999,0,1,0.0,1.0,0,4
C0313,52.0,1,3,1091085.9300000002,363695.31000000006,1190.3133333333333,0,0,0.3333333333333333,0.6666666666666666,1,3
C0314,44.0,4,3,1040795.02,346931.67333333334,1138.4233333333334,1,0,0.3333333333333333,0.6666666666666666,0,2
C0315,40.0,5,4,1178606.56,294651.64,979.6775,1,0,0.25,0.75,0,2
C0316,29.0,4,4,1792447.27,448111.8175,1338.8999999999999,1,1,0.25,0.75,0,0
C0317,27.0,2,3,1248444.31,416148.10333333333,1451.2533333333333,1,1,0.0,1.0,0,5
C0318,53.0,5,3,871968.67,290656.2233333333,927.6066666666666,0,0,0.0,1.0,0,4
C0319,31.0,5,4,2061054.65,515263.6625,1726.0575,0,1,0.25,0.75,1,3
C0320,43.0,3,3,1317732.09,439244.03,1465.92,0,1,0.3333333333333333,0.6666666666666666,0,0
C0321,34.0,2,4,1701753.71,425438.4275,1321.76,1,0,0.0,1.0,0,5
C0322,30.0,2,3,1347002.93,449000.9766666666,1445.2933333333333,0,1,0.3333333333333333,0.6666666666666666,0,0
C0323,51.0,2,3,1230825.62,410275.2066666667,1308.5133333333333,1,1,0.3333333333333333,0.6666666666666666,0,0
C0324,33.0,4,3,1147121.25,382373.75,1313.16,0,0,0.3333333333333333,0.6666666666666666,0,0
C0325,44.0,5,4,1205175.56,301293.89,1030.1225,0,1,0.5,0.5,0,7
C0326,68.0,4,4,1321975.5,330493.875,1028.1275,1,1,0.0,1.0,0,6
C0327,65.0,1,4,1116366.72,279091.68,933.355,0,0,0.0,1.0,0,4
C0328,80.0,1,4,1356560.31,339140.0775,1030.21,0,1,0.0,1.0,0,4
C0329,28.0,3,3,770062.4,256687.46666666667,922.6666666666666,0,0,0.0,1.0,0,4
C0330,51.0,1,4,1331463.63,332865.9075,1146.9925,0,0,0.0,1.0,0,4
C0331,42.0,3,4,1546334.4,386583.6,1259.95,1,0,0.25,0.75,0,0
C0332,37.0,3,3,1209987.46,403329.1533333333,1435.6633333333332,1,0,0.3333333333333333,0.6666666666666666,0,0
C0333,71.0,3,3,1118960.06,372986.6866666667,1203.39,0,0,0.3333333333333333,0.6666666666666666,0,2
C0334,77.0,3,4,1445655.93,361413.9825,1047.99,1,0,0.5,0.5,0,2
C0335,51.0,4,4,1478341.12,369585.28,1190.4075,0,0,0.5,0.5,0,0
C0336,55.0,5,3,1163690.5899999999,387896.8633333333,1226.8766666666668,1,0,0.0,1.0,0,6
C0337,85.0,3,3,759310.2,253103.4,893.3766666666667,0,1,0.0,1.0,0,4
C0338,83.0,5,4,1488671.1300000001,372167.78250000003,1227.17,0,1,0.5,0.5,0,0
C0339,63.0,5,4,1548824.23,387206.0575,1170.135,1,0,0.0,1.0,0,6
C0340,86.0,2,3,1047500.4199999999,349166.80666666664,1263.5766666666666,1,0,0.0,1.0,0,6
C0341,44.0,4,4,1679555.42,419888.855,1293.0725,1,0,0.0,1.0,0,5
C0342,52.0,2,3,1290567.3900000001,430189.13000000006,1286.43,1,0,0.0,1.0,0,5
C0343,74.0,2,4,1630923.97,407730.9925,1374.585,0,0,0.0,1.0,0,5
C0344,29.0,2,4,1276344.68,319086.17,1059.9375,0,1,0.0,1.0,0,4
C0345,57.0,4,3,1339687.25,446562.4166666667,1510.3766666666668,0,1,0.3333333333333333,0.6666666666666666,0,0
C0346,64.0,5,3,1174812.8599999999,391604.2866666666,1271.67,0,0,0.0,1.0,0,5
C0347,34.0,3,3,1378006.45,459335.48333333334,1471.6200000000001,0,1,0.6666666666666666,0.3333333333333333,0,0
C0348,45.0,5,4,1482633.92,370658.48,1246.7075,1,1,0.0,1.0,0,6
C0349,51.0,2,3,1065745.84,355248.61333333334,1124.5,0,1,0.3333333333333333,0.6666666666666666,0,7
C0350,34.0,2,3,1066408.3,355469.43333333335,1206.2733333333333,0,0,0.3333333333333333,0.6666666666666666,0,2
C0351,65.0,5,4,1551113.76,387778.44,1260.0625,0,0,0.25,0.75,0,0
C0352,49.0,3,3,1339830.04,446610.01333333337,1447.82,1,0,0.0,1.0,0,5
C0353,62.0,2,3,889855.16,296618.38666666666,980.8699999999999,0,0,0.0,1.0,0,4
C0354,28.0,4,3,962196.6000000001,320732.2,1059.1499999999999,0,0,0.3333333333333333,0.6666666666666666,0,2
C0355,75.0,1,3,1029593.97,343197.99,1273.45,1,0,0.0,1.0,0,6
C0356,50.0,3,4,964351.9,241087.975,816.16,0,0,0.0,1.0,0,4
C0357,38.0,3,3,970629.22,323543.0733333333,1059.3466666666666,0,0,0.3333333333333333,0.6666666666666666,0,2
C0358,48.0,3,3,1150919.74,383639.91333333333,1240.6066666666666,0,1,0.3333333333333333,0.6666666666666666,0,7
C0359,75.0,1,3,1098189.8900000001,366063.2966666667,1308.5133333333333,1,0,0.0,1.0,0,6
C0360,78.0,2,4,1978026.48,494506.62,1676.3825,0,1,0.0,1.0,0,5
C0361,68.0,1,4,1468372.25,367093.0625,1222.5974999999999,0,1,0.25,0.75,0,7
C0362,26.0,4,3,1129669.4,376556.4666666666,1162.6166666666666,0,0,0.0,1.0,0,4
C0363,68.0,2,4,1232301.44,308075.36,929.6975,1,0,0.25,0.75,0,2
C0364,83.0,2,4,1492505.18,373126.295,1261.78,0,0,0.5,0.5,0,0
C0365,64.0,5,3,951259.9,317086.63333333336,1164.9766666666667,1,0,0.0,1.0,0,6
C0366,43.0,4,3,1420135.32,473378.44,1452.2633333333333,0,0,0.6666666666666666,0.3333333333333333,0,0
C0367,62.0,4,4,1662617.88,415654.47,1269.065,1,0,0.5,0.5,0,0
C0368,34.0,4,4,1494552.45,373638.1125,1136.215,0,1,0.25,0.75,0,7
C0369,73.0,2,4,1586439.08,396609.77,1333.5625,0,1,0.0,1.0,0,5
C0370,69.0,1,4,1613633.3900000001,403408.34750000003,1334.8775,0,0,0.0,1.0,0,5
C0371,57.0,3,3,827208.61,275736.2033333333,842.68,1,0,0.3333333333333333,0.6666666666666666,0,2
C0372,74.0,1,3,1280128.06,426709.35333333333,1361.7433333333333,1,0,0.0,1.0,0,5
C0373,34.0,2,3,1047277.1799999999,349092.3933333333,1160.5133333333333,0,0,0.3333333333333333,0.6666666666666666,0,2
C0374,33.0,4,4,916825.86,229206.465,735.11,1,1,0.25,0.75,0,7
C0375,58.0,4,3,1178580.6400000001,392860.2133333334,1224.68,1,0,0.3333333333333333,0.6666666666666666,0,2
C0376,73.0,3,3,1182808.29,394269.43,1361.7433333333333,0,0,0.3333333333333333,0.6666666666666666,0,0
C0377,28.0,4,3,822780.32,274260.10666666663,904.0466666666667,0,0,0.3333333333333333,0.6666666666666666,0,2
C0378,69.0,3,3,812387.51,270795.83666666667,983.4266666666667,1,1,0.0,1.0,0,6
C0379,49.0,2,4,1254919.3599999999,313729.83999999997,1115.505,1,1,0.25,0.75,1,3
C0380,53.0,3,3,939708.87,313236.29,1175.45,0,1,0.3333333333333333,0.6666666666666666,0,7
C0381,65.0,5,3,878913.19,292971.0633333333,1188.2333333333333,0,1,0.0,1.0,0,4
C0382,51.0,1,3,980139.25,326713.0833333333,980.8699999999999,1,1,0.3333333333333333,0.6666666666666666,0,7
C0383,41.0,3,4,968070.64,242017.66,809.6575,1,0,0.0,1.0,1,3
C0384,83.0,3,3,1010761.74,336920.58,1049.3799999999999,0,1,0.0,1.0,0,4
C0385,57.0,4,3,1289646.4100000001,429882.1366666667,1277.2733333333333,1,0,0.0,1.0,0,6
C0386,50.0,2,3,1633972.21,544657.4033333333,1445.08,0,0,0.6666666666666666,0.3333333333333333,0,0
C0387,52.0,2,4,1992983.55,498245.8875,1555.2975000000001,0,1,0.0,1.0,0,5
C0388,31.0,4,3,961894.92,320631.64,975.9433333333333,0,0,0.3333333333333333,0.6666666666666666,0,2
C0389,72.0,3,4,1261549.0899999999,315387.27249999996,1119.0900000000001,0,0,0.5,0.5,0,2
C0390,84.0,2,4,1678762.0699999998,419690.51749999996,1295.2649999999999,1,0,0.25,0.75,0,0
C0391,60.0,5,3,1035012.9099999999,345004.3033333333,1064.4166666666667,0,0,0.0,1.0,0,4
C0392,49.0,2,4,1015830.03,253957.5075,922.6600000000001,0,1,0.0,1.0,0,4
C0393,38.0,4,4,1616556.78,404139.195,1298.145,0,0,0.25,0.75,0,0
C0394,72.0,3,4,1258840.0,314710.0,1041.8025,0,1,0.25,0.75,0,7
C0395,68.0,1,3,1153134.48,384378.16,1303.4733333333334,0,0,0.3333333333333333,0.6666666666666666,0,2
C0396,26.0,5,4,1181447.25,295361.8125,896.2524999999999,0,0,0.0,1.0,0,4
C0397,26.0,5,3,793543.27,264514.42333333334,862.11,0,0,0.0,1.0,0,4
C0398,78.0,1,4,1186693.85,296673.4625,935.765,0,1,0.25,0.75,0,7
C0399,42.0,4,4,1229057.49,307264.3725,1093.05,0,0,0.25,0.75,0,2
C0400,67.0,4,4,1360152.99,340038.2475,1239.145,0,0,0.0,1.0,0,4
C0401,57.0,5,4,1020913.0700000001,255228.26750000002,853.07,0,1,0.0,1.0,0,4
C0402,86.0,5,3,1054166.95,351388.98333333334,1102.8633333333335,0,0,0.0,1.0,0,4
C0403,63.0,1,3,878792.98,292930.99333333335,1060.9733333333334,0,0,0.3333333333333333,0.6666666666666666,0,2
C0404,50.0,1,3,731788.96,243929.65333333332,753.3133333333334,1,0,0.0,1.0,0,6
C0405,57.0,1,4,1310963.25,327740.8125,1140.38,0,0,0.0,1.0,1,3
C0406,66.0,3,4,1317165.12,329291.28,1090.1925,0,0,0.25,0.75,0,2
C0407,44.0,2,4,1254494.91,313623.7275,1045.8025,0,0,0.0,1.0,0,4
C0408,50.0,3,3,1320497.01,440165.67,1413.0600000000002,0,0,0.0,1.0,0,5
C0409,54.0,1,4,1816669.2,454167.3,1449.3775,0,1,0.5,0.5,0,0
C0410,44.0,5,3,1021706.02,340568.67333333334,1189.1899999999998,0,1,0.0,1.0,0,4
C0411,43.0,2,3,896987.21,298995.73666666663,883.7466666666668,0,0,0.6666666666666666,0.3333333333333333,0,2
C0412,42.0,5,3,1100376.25,366792.0833333333,1260.8366666666668,0,0,0.0,1.0,0,4
C0413,86.0,3,4,1769126.22,442281.555,1431.4575,0,0,0.0,1.0,0,5
C0414,64.0,4,4,1412148.94,353037.235,1144.74,0,0,0.25,0.75,0,2
C0415,46.0,5,4,1305928.3499999999,326482.08749999997,1093.05,0,1,0.0,1.0,0,4
C0416,45.0,5,3,1059532.51,353177.50333333336,1260.8366666666668,1,1,0.0,1.0,1,3
C0417,80.0,2,3,1354773.96,451591.32,1471.8999999999999,0,0,0.0,1.0,0,5
C0418,30.0,5,4,1629486.83,407371.7075,1276.8225,0,0,0.0,1.0,0,5
C0419,65.0,3,4,1174012.19,293503.0475,990.4475,0,1,0.25,0.75,0,7
C0420,32.0,5,3,1260096.1600000001,420032.0533333334,1330.2166666666667,0,0,0.3333333333333333,0.6666666666666666,0,0
C0421,51.0,5,4,1495763.3699999999,373940.84249999997,1203.905,1,1,0.0,1.0,0,6
C0422,53.0,1,4,1653171.62,413292.905,1428.5749999999998,0,1,0.0,1.0,1,3
C0423,76.0,1,3,1068716.19,356238.73,1195.1966666666667,0,0,0.3333333333333333,0.6666666666666666,0,2
C0424,28.0,1,3,1034036.3,344678.76666666666,1107.81,0,0,0.0,1.0,0,4
C0425,61.0,2,3,1256932.48,418977.49333333335,1452.2633333333333,0,0,0.0,1.0,0,5
C0426,73.0,4,3,890250.61,296750.2033333333,874.19,0,1,0.0,1.0,0,4
C0427,32.0,4,4,1457016.31,364254.0775,1216.595,0,1,0.0,1.0,0,5
C0428,64.0,3,4,984451.32,246112.83,838.2925,0,0,0.0,1.0,0,4
C0429,31.0,3,4,1503904.1600000001,375976.04000000004,1374.585,0,1,0.25,0.75,0,0
C0430,52.0,2,3,931141.96,310380.6533333333,1033.1033333333332,0,0,0.3333333333333333,0.6666666666666666,0,2
C0431,57.0,5,4,1544751.33,386187.8325,1246.6175,0,1,0.0,1.0,0,5
C0432,32.0,5,4,1277850.15,319462.5375,1025.1499999999999,0,0,0.0,1.0,1,3
C0433,58.0,2,4,1937061.37,484265.3425,1591.4724999999999,1,1,0.0,1.0,0,5
C0434,62.0,5,3,1364889.24,454963.08,1445.5566666666666,0,0,0.0,1.0,0,5
C0435,61.0,5,3,908970.34,302990.11333333334,1077.3233333333335,0,1,0.0,1.0,0,4
C0436,54.0,2,4,1327594.64,331898.66,1064.2625,0,1,0.0,1.0,0,4
C0437,36.0,1,3,657032.8200000001,219010.94000000003,801.46,0,0,0.0,1.0,0,4
C0438,44.0,1,4,1458641.1,364660.275,1261.78,1,1,0.0,1.0,0,6
C0439,70.0,2,3,1273328.62,424442.87333333335,1422.97,0,0,0.3333333333333333,0.6666666666666666,0,0
C0440,66.0,1,3,703498.83,234499.61,845.8633333333333,1,0,0.0,1.0,0,6
C0441,47.0,1,4,1525849.55,381462.3875,1239.2649999999999,1,0,0.25,0.75,0,0
C0442,51.0,3,4,1707466.97,426866.7425,1489.73,0,1,0.0,1.0,0,5
C0443,76.0,1,3,1355839.1,451946.3666666667,1527.8633333333335,0,1,0.0,1.0,0,5
C0444,86.0,2,4,1054514.54,263628.635,943.97,0,0,0.25,0.75,0,2
C0445,31.0,2,4,1425691.63,356422.9075,1101.9875,0,1,0.25,0.75,0,7
C0446,72.0,2,3,1024655.04,341551.68,1258.6899999999998,0,0,0.3333333333333333,0.6666666666666666,0,2
C0447,70.0,2,3,1543592.15,514530.7166666666,1680.5266666666666,0,0,0.3333333333333333,0.6666666666666666,0,0
C0448,46.0,2,3,942066.48,314022.16,1050.08,1,0,0.0,1.0,0,6
C0449,54.0,2,3,1418922.44,472974.14666666667,1504.28,1,0,0.6666666666666666,0.3333333333333333,0,0
C0450,35.0,3,4,1555297.3699999999,388824.34249999997,1258.5825,0,0,0.0,1.0,0,5
C0451,41.0,5,4,1665967.4100000001,416491.85250000004,1339.695,1,1,0.25,0.75,0,0
C0452,59.0,3,4,1398358.69,349589.6725,1086.2275,0,0,0.0,1.0,0,4
C0453,33.0,1,4,1321010.76,330252.69,1103.3025,1,0,0.0,1.0,0,6
C0454,66.0,4,3,980683.73,326894.57666666666,1072.4833333333333,1,0,0.0,1.0,1,3
C0455,64.0,1,4,1125726.62,281431.655,838.2925,0,0,0.0,1.0,0,4
C0456,31.0,3,3,1349210.55,449736.85000000003,1448.82,0,1,0.0,1.0,0,5
C0457,46.0,1,3,1399940.21,466646.73666666663,1457.8333333333333,1,0,0.0,1.0,0,5
C0458,31.0,1,4,1382881.81,345720.4525,1123.3175,1,0,0.25,0.75,0,2
C0459,72.0,3,3,821716.14,273905.38,945.65,0,0,0.3333333333333333,0.6666666666666666,0,2
C0460,34.0,1,3,1061349.03,353783.01,1078.7866666666666,0,0,0.3333333333333333,0.6666666666666666,0,2
C0461,67.0,1,3,986630.39,328876.7966666667,1157.47,0,0,0.3333333333333333,0.6666666666666666,0,2
C0462,83.0,2,4,1606667.68,401666.92,1316.0375,0,0,0.0,1.0,0,5
C0463,56.0,5,4,1235094.73,308773.6825,989.46,0,0,0.25,0.75,0,2
C0464,52.0,5,4,1455550.0,363887.5,1276.8225,0,0,0.25,0.75,0,0
C0465,78.0,3,3,707799.9199999999,235933.30666666664,839.1433333333334,0,0,0.0,1.0,0,4
C0466,38.0,2,4,1228651.21,307162.8025,1030.21,1,0,0.25,0.75,0,2
C0467,74.0,1,3,976066.93,325355.64333333337,1155.6966666666667,0,1,0.0,1.0,0,4
C0468,74.0,3,3,1267396.7999999998,422465.5999999999,1386.32,1,1,0.3333333333333333,0.6666666666666666,0,0
C0469,30.0,2,4,1518476.47,379619.1175,1265.3825,0,0,0.0,1.0,0,5
C0470,64.0,1,3,862552.54,287517.51333333337,883.7466666666666,0,0,0.0,1.0,0,4
C0471,42.0,3,3,1084997.39,361665.79666666663,1209.64,1,0,0.6666666666666666,0.3333333333333333,0,2
C0472,75.0,4,3,1277486.3699999999,425828.79,1394.21,0,0,0.0,1.0,0,5
C0473,45.0,3,4,1304527.6600000001,326131.91500000004,1042.725,0,0,0.0,1.0,0,4
C0474,31.0,1,4,962015.29,240503.8225,824.2025,0,0,0.25,0.75,0,2
C0475,80.0,2,3,1234470.16,411490.0533333333,1371.6133333333335,1,1,0.6666666666666666,0.3333333333333333,0,0
C0476,29.0,3,4,1485303.01,371325.7525,1299.3675,0,0,0.25,0.75,0,0
C0477,43.0,4,3,1535114.88,511704.95999999996,1452.2633333333333,1,1,0.3333333333333333,0.6666666666666666,0,0
C0478,87.0,4,3,774892.79,258297.59666666668,997.4133333333333,1,0,0.3333333333333333,0.6666666666666666,0,2
C0479,48.0,2,4,1172782.93,293195.7325,956.6725,0,1,0.25,0.75,0,7
C0480,52.0,4,4,1033261.03,258315.2575,827.2,0,1,0.0,1.0,0,4
C0481,50.0,3,4,1365460.24,341365.06,1040.8899999999999,0,0,0.25,0.75,0,2
C0482,46.0,3,3,1006132.77,335377.59,1155.4633333333334,1,1,0.3333333333333333,0.6666666666666666,0,7
C0483,41.0,1,3,881113.79,293704.5966666667,934.8733333333333,1,0,0.0,1.0,0,6
C0484,37.0,3,4,1313240.67,328310.1675,1114.105,1,0,0.25,0.75,0,2
C0485,35.0,2,3,1000841.1799999999,333613.7266666666,1144.8033333333333,0,0,0.0,1.0,0,4
C0486,27.0,2,3,1090587.66,363529.22,1175.45,1,1,0.0,1.0,0,6
C0487,35.0,5,4,1576272.71,394068.1775,1295.0975,0,0,0.25,0.75,0,0
C0488,47.0,4,4,1218265.3599999999,304566.33999999997,990.9875000000001,1,0,0.25,0.75,0,2
C0489,76.0,2,3,1025274.77,341758.25666666665,1102.8633333333335,1,0,0.0,1.0,0,6
C0490,73.0,5,3,1292367.93,430789.31,1240.6066666666666,1,1,0.0,1.0,0,6
C0491,85.0,2,3,1106379.8,368793.26666666666,1168.3833333333334,0,0,0.0,1.0,0,4
C0492,26.0,3,4,1300917.1,325229.275,1008.6625,0,1,0.0,1.0,0,4
C0493,72.0,3,4,1312198.98,328049.745,1141.225,0,0,0.25,0.75,0,2
C0494,37.0,3,4,1052676.65,263169.1625,911.0425,0,1,0.0,1.0,0,4
C0495,73.0,5,4,1246742.44,311685.61,984.9525,1,0,0.0,1.0,0,6
C0496,36.0,4,4,1120376.44,280094.11,947.7475000000001,0,0,0.0,1.0,0,4
C0497,42.0,4,3,1330684.99,443561.66333333333,1438.2933333333333,1,1,0.3333333333333333,0.6666666666666666,0,0
C0498,78.0,2,3,1007455.29,335818.43,1258.3999999999999,0,1,0.3333333333333333,0.6666666666666666,0,7
C0499,80.0,3,3,897769.81,299256.60333333333,863.7633333333333,0,1,0.3333333333333333,0.6666666666666666,0,7
C0500,50.0,4,3,1294944.52,431648.17333333334,1438.2933333333333,0,1,0.3333333333333333,0.6666666666666666,0,0
C0501,31.0,5,4,1741166.27,435291.5675,1454.35,1,1,0.25,0.75,0,0
C0502,60.0,4,4,1537989.75,384497.4375,1324.385,0,0,0.5,0.5,0,0
C0503,83.0,2,4,1432167.34,358041.835,1135.53,1,1,0.25,0.75,0,7
C0504,35.0,2,4,1367188.58,341797.145,1108.6075,0,0,0.0,1.0,0,4
C0505,31.0,3,3,1043535.21,347845.07,1125.17,0,0,0.0,1.0,0,4
C0506,59.0,5,3,1122203.03,374067.6766666667,1267.4066666666668,0,0,0.3333333333333333,0.6666666666666666,0,2
C0507,76.0,3,3,1062656.6099999999,354218.86999999994,1221.3833333333334,0,0,0.0,1.0,0,4
C0508,56.0,5,3,833710.06,277903.35333333333,900.6166666666667,0,0,0.3333333333333333,0.6666666666666666,0,2
C0509,71.0,3,4,1687930.25,421982.5625,1333.2775000000001,0,0,0.25,0.75,0,0
C0510,79.0,1,3,1094232.67,364744.2233333333,1243.8233333333333,1,1,0.0,1.0,0,6
C0511,72.0,2,3,1090537.6,363512.5333333334,1179.5233333333333,0,0,0.6666666666666666,0.3333333333333333,0,2
C0512,81.0,1,3,1448158.1400000001,482719.38000000006,1654.4733333333334,0,0,0.0,1.0,0,5
C0513,27.0,2,3,974596.63,324865.54333333333,1049.5133333333333,0,1,0.0,1.0,0,4
C0514,49.0,1,4,1528027.54,382006.885,1316.0375,0,1,0.5,0.5,0,0
C0515,63.0,1,4,1561824.93,390456.2325,1342.7925,0,1,0.0,1.0,0,5
C0516,80.0,3,4,1437837.49,359459.3725,1196.8899999999999,0,0,0.25,0.75,0,2
C0517,68.0,5,4,1115807.0,278951.75,939.4875,0,0,0.0,1.0,0,4
C0518,64.0,3,4,1633111.65,408277.9125,1196.9724999999999,0,0,0.0,1.0,1,3
C0519,51.0,3,3,981719.26,327239.75333333336,1108.9966666666667,1,0,0.0,1.0,0,6
C0520,56.0,3,3,1033523.16,344507.72000000003,1108.9966666666667,0,1,0.0,1.0,0,4
C0521,60.0,3,4,1074306.5,268576.625,872.6800000000001,0,0,0.0,1.0,0,4
C0522,84.0,5,3,993023.13,331007.71,1240.6066666666666,0,0,0.3333333333333333,0.6666666666666666,0,2
C0523,66.0,2,3,928962.95,309654.31666666665,1058.6633333333332,0,0,0.6666666666666666,0.3333333333333333,0,2
C0524,73.0,3,3,801104.6900000001,267034.89666666667,897.3100000000001,0,0,0.0,1.0,0,4
C0525,76.0,4,4,1629457.52,407364.38,1299.3274999999999,0,1,0.25,0.75,0,0
C0526,59.0,5,3,1301139.77,433713.25666666665,1592.1233333333332,0,0,0.3333333333333333,0.6666666666666666,0,0
C0527,47.0,2,3,1138099.7,379366.56666666665,1299.5366666666666,0,0,0.0,1.0,0,5
C0528,26.0,2,3,1118472.87,372824.29000000004,1206.2733333333333,1,0,0.3333333333333333,0.6666666666666666,0,2
C0529,53.0,4,4,1268138.95,317034.7375,1098.1675,0,1,0.0,1.0,0,4
C0530,74.0,2,4,1559124.69,389781.1725,1246.7075,0,1,0.0,1.0,0,5
C0531,50.0,1,4,1911300.7799999998,477825.19499999995,1510.65,0,0,0.0,1.0,0,5
C0532,47.0,2,4,1075202.77,268800.6925,990.9875000000001,0,0,0.25,0.75,0,2
C0533,63.0,1,4,990028.19,247507.0475,787.46,1,0,0.25,0.75,0,2
C0534,69.0,1,3,1133195.2,377731.73333333334,1371.6133333333335,1,0,0.3333333333333333,0.6666666666666666,0,2
C0535,39.0,3,3,1299053.94,433017.98,1386.32,0,0,0.0,1.0,0,5
C0536,71.0,5,3,983106.8400000001,327702.28,1104.51,1,1,0.3333333333333333,0.6666666666666666,0,7
C0537,64.0,2,4,1490327.5,372581.875,1239.145,0,0,0.5,0.5,0,0
C0538,57.0,1,4,1206897.7000000002,301724.42500000005,1103.3225,0,1,0.25,0.75,0,7
C0539,36.0,1,4,1645321.2,411330.3,1338.8999999999999,1,1,0.25,0.75,0,0
C0540,30.0,3,3,494173.31,164724.43666666668,577.2433333333333,0,0,0.3333333333333333,0.6666666666666666,0,2
C0541,27.0,3,4,1721673.54,430418.385,1296.5625,0,0,0.0,1.0,0,5
C0542,41.0,3,4,1195819.4,298954.85,1024.3375,0,0,0.5,0.5,1,3
C0543,79.0,2,3,753145.67,251048.55666666667,862.8699999999999,0,1,0.3333333333333333,0.6666666666666666,0,7
C0544,52.0,2,4,1636756.28,409189.07,1326.2525,0,0,0.0,1.0,0,5
C0545,84.0,1,3,1260126.39,420042.12999999995,1452.2633333333333,0,1,0.0,1.0,0,5
C0546,59.0,4,3,795528.06,265176.02,932.37,0,0,0.0,1.0,0,4
C0547,79.0,2,4,1178457.95,294614.4875,1028.3225,1,0,0.0,1.0,0,6
C0548,46.0,2,3,1047476.9299999999,349158.9766666666,1186.4366666666667,0,0,0.3333333333333333,0.6666666666666666,0,2
C0549,54.0,4,3,941219.76,313739.92,1082.75,0,0,0.0,1.0,0,4
C0550,59.0,1,4,1414568.09,353642.0225,1123.6174999999998,0,0,0.0,1.0,1,3
C0551,66.0,4,3,1007397.56,335799.1866666667,1110.6233333333332,1,0,0.0,1.0,0,6
C0552,61.0,3,3,1141476.56,380492.1866666667,1196.1733333333334,1,0,0.3333333333333333,0.6666666666666666,0,2
C0553,48.0,3,3,821534.9400000001,273844.98000000004,897.3100000000001,0,0,0.3333333333333333,0.6666666666666666,0,2
C0554,78.0,1,4,1643592.85,410898.2125,1295.2649999999999,0,1,0.25,0.75,0,0
C0555,55.0,4,3,1064533.27,354844.42333333334,1162.6166666666666,1,1,0.3333333333333333,0.6666666666666666,0,7
C0556,68.0,5,3,1335478.18,445159.3933333333,1526.9566666666667,0,0,0.3333333333333333,0.6666666666666666,0,0
C0557,85.0,2,3,733161.98,244387.32666666666,791.0400000000001,1,0,0.0,1.0,0,6
C0558,52.0,3,3,1033995.96,344665.32,1092.54,0,0,0.0,1.0,0,4
C0559,57.0,5,4,1004028.87,251007.2175,786.87,0,0,0.25,0.75,1,3
C0560,38.0,3,3,1433718.12,477906.04000000004,1500.72,0,0,0.3333333333333333,0.6666666666666666,0,0
C0561,64.0,3,4,1589252.43,397313.1075,1298.145,1,0,0.0,1.0,1,3
C0562,86.0,5,4,1423675.7200000002,355918.93000000005,1154.105,1,1,0.0,1.0,0,6
